loss,accuracy,val_loss,val_accuracy
9.81375789642334,0.2578125,1.9311641454696655,0.3713389039039612
1.5214627981185913,0.515625,1.2420008182525635,0.6223849654197693
1.2036950588226318,0.6201171875,1.0621345043182373,0.660041868686676
0.992460310459137,0.6722772121429443,0.9262424111366272,0.6945606470108032
0.732245922088623,0.763671875,0.8497675657272339,0.7290794849395752
0.6644909381866455,0.78515625,0.6956979632377625,0.7698744535446167
0.683381199836731,0.783203125,0.6384095549583435,0.8012552261352539
0.5858149528503418,0.800000011920929,0.624586284160614,0.8085774183273315
0.5111440420150757,0.8427734375,0.6093122959136963,0.7907949686050415
0.4764954447746277,0.8447265625,0.6857126355171204,0.7897489666938782
0.4933049976825714,0.8349609375,0.6127323508262634,0.7866109013557434
0.4465114176273346,0.8485148549079895,0.5738072991371155,0.8127614855766296
0.4277377128601074,0.8623046875,0.5977863669395447,0.8043932914733887
0.40604138374328613,0.8603515625,0.4667898416519165,0.849372386932373
0.3767766058444977,0.8762376308441162,0.4853798449039459,0.8410041928291321
0.3238474428653717,0.88671875,0.5514582395553589,0.8274058699607849
0.36282894015312195,0.8740234375,0.4957137703895569,0.8305439352989197
0.34137997031211853,0.8876953125,0.6331067681312561,0.7887029051780701
0.35077935457229614,0.8752475380897522,0.5827723741531372,0.8096234202384949
